pocket	qed	sa	logp	lipinski	score	minimize	dock	smiles
0	0.2009	0.54	-1.6444	4	-8.505	-8.677	-10.273	C[C@H](CC(=O)N=C(C(=O)O)[C@H]1C[C@H]1O[C@@H](O)NC(C)(C)O)NCO
0	0.1147	0.64	-1.5767	3	-7.361	-7.579	-9.154	CC(C)(O)C(=O)NCCCC(C(=O)O)C(N)(O)C(CCCCO)ON
0	0.1837	0.60	-2.156	3	-9.767	-10.445	-9.928	CC(C)(O)C(=O)NCC[C@](C)(C(=O)O)[C@](N)(O)[C@@H](N)C=CCN
0	0.2259	0.76	-1.1064	4	-8.059	-8.679	-9.740	CC(O)C(=O)NCCCC(NC(=O)CCCCON)C(=O)O
0	0.2612	0.62	-1.2175	4	-7.280	-7.272	-7.279	CC(O)CCN(CO)CCC1C(NC(=O)CCCN(C)C)C1C(O)O
0	0.2115	0.51	-0.8085	5	-9.483	-9.608	-10.044	CN(C)C=[C]C(=O)N[C@](C)(C=CCN(O)[C@@H]1C[C@H]1NO)C(=O)O
0	0.2083	0.67	0.0297	4	-10.243	-10.352	-11.136	CCCCC(ON)C(CCCNC(=O)C(C)(C)O)C(O)O
0	0.1461	0.59	-1.1857	5	-9.944	-9.944	-9.960	CCC(CN(O)CC(O)O)C(NC(=O)C=C=CN(C)C)C(=O)O
0	0.1758	0.65	-0.7754	3	-8.655	-9.847	-9.580	CCCCCNC(O)C(O)(O)CCCC(O)NC(C)CO
0	0.1402	0.58	-0.6855	5	-8.055	-8.426	-9.574	CC1CCN1C(=O)C1CCCC(C(O)(O)CNC(O)CCCCN=C=O)N1O
0	0.0977	0.62	-2.2105	2	-7.795	-7.271	-9.695	COCCCC(=O)NC(O)CCC(O)(CC(O)O)C(O)CCNO
0	0.1209	0.75	-1.9307	3	-6.989	-6.731	-8.577	O=CNCCCC(=O)NCCCC(CC(=O)O)NC(=O)CC(O)O
0	0.186	0.54	-1.2162	5	-10.987	-10.685	-10.290	C=C([C@H](CC[C@@H](C(O)O)[C@@H](C)NC(=O)C1(O)CC1)ON)[C@H]1OCN1C
0	0.1754	0.64	-0.9135	4	-9.648	-10.180	-10.125	C=C[C@@H](C)NC(=O)C(=O)CCCC(O)(O)C(N)(O)CCCN(C)C
0	0.3887	0.71	0.2752	4	-6.826	-7.413	-7.995	CCC(C(=O)NC(C)C)C(O)CNCC(O)CCCOC
0	0.0778	0.57	-3.0503	3	-8.543	-9.336	-9.459	CC(O)C(=O)NCCCC(C(O)O)C(C#CNCO)ON
0	0.1512	0.55	-2.7127	3	-8.764	-8.898	-9.811	C=CNCC(=O)N[C@@H](CC)C(=NC(=O)[C]=C[C@](N)([O])O)C(O)O
0	0.1812	0.61	-1.5278	3	-7.543	-7.674	-10.260	CCC(O)C(O)CCC(C(O)O)C(N)(O)CCCNC
0	0.1307	0.63	-1.1658	3	-8.631	-7.744	-8.235	C=C([C@@H](C(O)O)N(CC)C(=O)NC[C@H](C)O)[C@@](N)(O)CCCCCO
0	0.1601	0.60	-2.7261	3	-7.219	-7.293	-8.432	CC[C@H](OCNC(=O)[C@@H](C)N)[C@](O)(NC(=O)C=CNC(N)=O)C(=O)O
0	0.1275	0.50	-1.0685	4	-7.384	-8.332	-8.597	C=C(C=CNCN)OCN[C@@]1(C(=O)O)CCC(N(C=O)C(=C)CN)O1
0	0.1581	0.61	-0.5664	5	-11.143	-11.381	-11.927	CC=C=CNOC(O)(O)CCCCONC(=O)C(C)O
0	0.3667	0.68	-0.9373	5	-8.515	-9.081	-9.260	CCCC(=O)NC(C(O)O)C(C)CC(=O)NC(C)O
0	0.1335	0.56	-2.4227	2	-8.871	-8.610	-8.666	CC(O)CCNC(=O)CCCOC(C(O)O)C1NC(C2C(N)C2CCO)O1
0	0.09	0.62	-1.7956	3	-7.756	-8.608	-9.090	C=C(CO)NC(=O)CCCCC(O)(O)[C@H](C=CCNCO)ON
0	0.1896	0.60	-1.692	4	-7.824	-8.492	-8.150	CN(CN)CCC(=O)NCC1CC1(CC(=O)O)NCN(C=O)C(C)(C)O
0	0.2326	0.55	-0.9146	5	-10.887	-11.412	-9.918	CCC#CC(=O)N=C(C(=O)O)[C@@H](C)C[C@@H](O)N[C@@H](O)[C@@H](C)O
0	0.1031	0.51	-1.5044	4	-9.714	-10.129	-10.301	CC(CC(O)(O)CNC([O])=C=CCC(N)O)C(O)C(C)(C)NO
0	0.111	0.62	-0.3822	3	-8.335	-8.202	-8.405	CCC(C(O)NCCC(C)(O)CO)C(CNOCCCCN(C)C)C(=O)O
0	0.2431	0.65	-1.1664	4	-7.565	-6.952	-8.349	C#CC(O)NC(CC)CC(NC(=O)CCCN(C)C)C(O)O
0	0.1425	0.51	-1.8469	5	-10.447	-11.071	-10.838	C[C@@H](O)C(=O)N1O[C@@H]1CCC(=NC=C=CC(N)=O)C(O)O
0	0.1768	0.48	-1.0126	3	-8.060	-8.841	-8.600	CCN(C)C(=C=CNC(O)(C(=O)O)C(C)OC(C)N(CO)C1(O)CC1C)CN
0	0.1381	0.66	-0.6669	4	-8.408	-8.217	-8.927	CC(O)CC(=O)N(C)OCCCC(NCOCCCCCO)C(O)O
0	0.0847	0.57	-2.741	2	-9.612	-9.613	-9.315	CC(O)C(=O)N(O)CCCCC(O)(O)C(N)(O)C1CC1CNCO
0	0.1625	0.59	-1.4173	3	-9.152	-9.882	-11.268	CCC(O)C(O)N(C)C(CC)C(C(=O)O)C(N)(O)CCCNC(N)=O
0	0.252	0.55	-2.0898	3	-7.322	-8.173	-9.691	CCC(O)NC1CCC(C(O)(O)C(N)(O)CCCO)O1
0	0.377	0.74	-0.2576	5	-7.530	-7.735	-8.356	COCCCCC(=O)N=C(CCNC(=O)[C@@H](C)O)C(=O)O
0	0.1398	0.60	-1.6386	3	-8.174	-8.673	-8.636	C=C(CO)C(=O)N[C@@H]1C[C@H]([C@H](O)NCCCCOCN)[C@H]1C(=O)O
0	0.1741	0.64	-1.0737	4	-7.698	-8.196	-8.499	CC(O)C(O)OCCCC(C(=O)O)C(N)(O)CCCN1CC1
0	0.1516	0.55	-2.583	3	-6.738	-7.354	-8.307	CC(C)(O)NCCC(CO)C(N)(O)C#CNCN
0	0.2142	0.53	-0.4195	4	-9.225	-9.769	-10.455	C=NC(N)=C=CCO[C@@H](C(=O)O)[C@H](CC)OCO[C@H](O)[C@@H](C)O
0	0.1716	0.68	-1.5455	4	-8.518	-8.724	-9.714	CC(O)(O)COC(=O)CCC(CC(=O)O)C(N)(O)CCN1CC1
0	0.1525	0.54	-1.9703	3	-7.459	-7.909	-8.914	CN(O)CCCC(O)NCC1CC(C(O)NC(C)(C)N)NC1C(=O)O
0	0.1192	0.60	-2.3604	2	-8.439	-9.297	-9.234	CNCCCCNOC(C(O)O)C1CC1CNC(=O)C(C)(O)O
0	0.2905	0.57	-1.5286	5	-7.969	-8.088	-8.441	CC#CC(N)(O)C(O)(O)OC(C)C(O)CC
0	0.2102	0.67	-0.4638	5	-6.833	-7.460	-7.243	CC(C)N(O)CCCCC(O)(O)C(N)(O)CCN(C)C
0	0.0619	0.60	-1.5952	3	-7.962	-8.707	-9.339	C[C@H](CN)NC(=O)N=CCC[C@H](CC(O)O)[C@H](O)NCCCC(=O)NO
0	0.1005	0.52	-2.1953	4	-9.045	-9.688	-9.412	O=C(C=C=CCO)NCC1CC1(NCOCN1CC1O)C(=O)O
0	0.1274	0.65	-0.5488	3	-8.228	-8.249	-8.261	C=C(O)CCN(CO)CCCC[C@H](NC(=O)CC=CN(C)CO)C(O)O
0	0.0915	0.52	-2.2218	2	-8.515	-8.727	-8.953	C=C(O)[C@@H](O)NC[C@H](C)C=C(NC(=O)[C]=CCNCN)C(O)O
0	0.1514	0.58	-2.6547	2	-7.233	-7.703	-8.564	C=C(CO)N(C=O)CN[C@@]1(CC(O)(O)O)C[C@@H]1CNC(=O)CCN(C)C
0	0.2346	0.57	-1.8747	4	-9.413	-9.423	-10.500	CCC#CC(N)(O)C(CCC(=O)C(N)(O)C(C)O)C(=O)O
0	0.1317	0.69	0.197	5	-6.995	-7.419	-7.976	CCCNC#CCC(=O)N=C(CCCNC(=O)NC(C)(C)O)C(=O)O
0	0.1097	0.59	-2.95	2	-8.582	-9.136	-9.732	C[C@H](OCNC(=O)C(C)(C)O)C(O)(O)[C@@](N)(O)C=CCCNCO
0	0.1118	0.55	-3.5098	2	-9.516	-10.039	-10.725	CCC(OCC(O)C(O)CO)C(NC(=O)C#CN(CC)CN)C(O)O
0	0.1253	0.63	-1.6666	4	-7.805	-8.251	-7.530	CCNC#CC(=O)NC(O)(CCCOC(=O)NC(C)CO)C(=O)O
0	0.1915	0.70	0.8151	4	-8.620	-8.688	-11.399	CCCCCC(=O)NCCCC(CNC(O)C(C)O)OC(=O)O
0	0.2324	0.65	0.0366	5	-7.119	-7.817	-7.598	C=NC=C[C@](N)(O)[C@H](CCCNC(=O)NC(C)C)C(=O)O
0	0.2395	0.60	-1.8772	4	-9.016	-9.439	-9.794	CN(C)CC(N)CC(N)(O)C(O)(O)C1CCC(NCC(C)(C)O)C1
0	0.1354	0.54	-1.9045	5	-8.627	-9.514	-10.288	C=NC#CC(=O)N[C@H]1CC[C@@H](NC(=O)C(=C)O)OC1(O)O
0	0.1614	0.62	-1.4901	3	-9.321	-9.521	-10.423	C=C(O)[C@@](N)(O)NCC[C@@H](C)[C@](O)(NC(=O)CCCN(C)C)C(=O)O
0	0.2057	0.73	-1.7359	4	-6.803	-7.968	-9.110	CCNC(=O)CCCC(O)(NCCCO)C(O)O
0	0.2104	0.58	-1.7294	5	-9.407	-10.350	-10.693	C[C@@H](CC(=O)N[C@@H]1C[C@H]1N)C(=NC(=O)C(N)=C=CCO)C(=O)O
0	0.2438	0.64	-0.4349	4	-7.691	-7.409	-8.425	C=C[C@@H](N[C@](C)(O)CO)OC(CNC(=O)CCCC)C(=O)O
0	0.1204	0.58	-0.4804	3	-9.657	-10.379	-9.522	C=C(C[C@](N)(O)[C@@H](CCCCN(O)CC(C)(O)O)OO)N(C)C
0	0.1908	0.68	-0.1053	5	-7.293	-8.563	-9.380	CCC(=O)NCCCC(NOC=C=CCN)C(=O)O
0	0.1183	0.43	-3.1013	2	-8.721	-9.492	-9.794	CC[C@H](O)[C@@H](O)N[C@H]1C[C@]12C[C@H](N[C@](O)(CC(=O)C=CNCN)C(=O)O)[C@@H]2O
0	0.1725	0.63	-1.7601	3	-10.332	-11.426	-12.392	CC(C)(O)C(=O)NCCC[C@](O)(NC=C[C@@H](N)CCO)C(=O)O
0	0.1381	0.58	-1.1675	3	-9.872	-10.102	-11.116	CCNCCCC(O)NC(C(=O)O)C(CC)OC(O)N1CC1(C)O
0	0.1586	0.62	-1.3643	4	-7.037	-4.851	-7.465	[CH]=NCC#CC(=O)NCCO[C@@H](CCC(=O)O)NC(=O)[C@H](C)CO
0	0.1419	0.60	-2.9216	3	-7.495	-7.951	-8.651	CC(O)C(=O)NCCC(CC(=O)O)C(N)(O)C#CNCN
0	0.1745	0.63	-1.1708	3	-7.333	-7.412	-8.348	C=C(CO)C(=O)N[C@@H](CC)[C@@H](CN[C@H](O)CCCN(C)C(N)=O)C(=O)O
0	0.051	0.54	-3.5003	3	-10.013	-10.234	-10.725	C[C@@H](N)C(=O)NCCC=C(C(O)O)[C@@](N)(O)CC(=N)N[C@H]1NO1
0	0.1508	0.63	-2.0637	2	-8.447	-8.720	-9.930	CC(O)C(O)CCCC(O)(O)C(N)(O)CCCCNCO
0	0.1343	0.54	-2.3969	3	-8.930	-9.565	-10.159	CCC(OCC(O)C(C)O)C(O)(O)C(N)(O)CCC#CN(C)C(N)=O
0	0.1612	0.71	-0.6853	3	-7.808	-8.016	-8.503	O=C(O)C(CCCCN(CO)CCCO)NC(O)CCCCO
0	0.2118	0.58	-0.9612	3	-8.806	-8.910	-8.961	CC[C@H](CN[C@](C)(O)[C@@H](C)O)C(O)(O)CNC(=O)CC=COC
0	0.1727	0.62	-0.2314	4	-8.028	-7.621	-8.679	CCC(CC(NC(=O)C(C)CCNCOC)C(=O)O)N(O)C1CC1O
1	0.1761	0.48	2.9933	4	-7.175	-7.496	-7.387	C=CO[C]1C=C([SH](O)(O)(O)C[C@H]2CCCN(NC3=CCC=C3)C2)C(OC)=C[C@]1(O)OC
1	0.429	0.53	3.1254	5	-8.128	-8.462	-8.773	CCC1CCCN1C1=C(S2(O)(O)(O)C3=CC(NC(C)=O)=C(OC)[CH]C32O)CC=C1
1	0.3141	0.67	3.4635	5	-6.935	-7.408	-7.656	COc1cc(N(O)CCN(C2=CCC=C2)C2CC2)c([SH](O)O)cc1NC(C)=O
1	0.3339	0.54	2.3589	5	-7.307	-7.358	-7.528	CCCN(C)C1=CCC=C1C[SH]1(O)(O)C2=CC(NC(C)=O)=C(OC)[CH]C21O
1	0.455	0.52	2.0564	5	-6.985	-6.157	-7.215	COC1=C(NC(C)=O)C=C([SH](O)OCC(C)CN(C)C2=CCC=C2)C1O
1	0.4452	0.60	1.9411	5	-7.595	-7.084	-7.840	COC1=CC(S([O])([O])CCCCN(CO)C2C=CC=C2)=CC1NC(C)=O
1	0.1245	0.50	1.9963	5	-7.105	-6.445	-7.377	COC=C=C(OC)C(CC[SH](N)(O)(O)CC1(N[C@H]2C=CC2)CC1)=NC(C)=O
1	0.3809	0.63	3.1262	5	-8.541	-8.063	-7.765	COC1=CC2(OCCN(c3ccccc3)C3CC3)[C](C=C1NC(C)=O)[SH]2(C)(O)O
1	0.3916	0.58	3.0393	4	-7.631	-6.796	-6.924	COC1=C(S([O])([O])CC=CC[C@H](C)N2CCCC2)C=C(NC(C)=O)[C@@H]1C(OC)OC
1	0.2592	0.63	4.0417	4	-7.874	-8.120	-8.296	COc1cc(NO)c([SH](O)(O)(O)[C]2C=CCC2(C)N2CCCCC2)cc1NC(C)=O
1	0.6667	0.73	4.0725	5	-8.875	-9.154	-9.738	CCCN(C)C1=C(CS([O])([O])c2cc(NC(C)=O)c(OC)cc2OC)CC=C1
1	0.1915	0.57	3.6672	4	-7.040	-7.061	-6.791	CCN(CCCNS([O])([O])C=C[C@H](CC(=C=COC)OC)OC(C)=O)C1=CCC=C1
1	0.6842	0.55	1.7333	5	-7.930	-8.236	-8.610	COC1=CC(S([O])([O])C[C]2CC=CC2(O)N2CCCC2)=CC1NC(C)=O
1	0.3356	0.65	2.3123	4	-7.545	-7.094	-8.279	COC1=C(NC(C)=O)CC(S([O])([O])CCCCCNC2C=CC=C2)=C1OCO
1	0.6459	0.56	1.4676	5	-8.209	-8.714	-7.602	COC1=C(S([O])([O])CC2CC2N(CO)C2=CC=C2)C=C1NC(C)=O
1	0.2556	0.53	3.1387	5	-7.297	-7.382	-7.402	CCC(=O)Nc1cc2c(cc1O)S2(O)(O)(CO)CC(CC)N(C)C1C2C=CC21
1	0.3389	0.54	2.4709	4	-7.739	-8.392	-8.025	COC1C=C([SH](O)(O)(O)NCCC2CCN(C3=CCC=C3)C2)C=C1NC(C)=O
1	0.7225	0.59	3.3904	5	-7.599	-7.914	-8.495	CCCN(C)C1=CCC1CS([O])([O])C1=C(C(C)=O)CC(OC)=C1O
1	0.3637	0.56	2.1406	5	-7.824	-7.569	-8.020	COC1[CH]C(OC)(OCCCCN(C)C2=CCC=C2)[CH]C1(F)NC(C)=O
1	0.756	0.63	2.4329	5	-8.767	-8.894	-8.734	CCCN(C)c1cccc(S([O])([O])C2(O)C=C(NC(C)=O)C2OC)c1C
1	0.1164	0.39	1.8117	4	-7.376	-7.489	-7.513	C=C(CNC(C)=O)[C@@H](C(O)=COC)[SH](O)(O)(O)NC[C@H]1C[C@]12N(C)N2C1=CCC=C1
1	0.3558	0.63	4.3645	5	-6.702	-7.019	-7.196	CCNc1cc([SH](O)O)c(OC(CC)N(CC)C2C=CC=C2)cc1OC
1	0.6731	0.62	3.7679	5	-8.412	-8.307	-8.464	COc1cc(O)c(S([O])([O])CC2=CCC=C2N(C)C2CC2C)cc1NC(C)=O
1	0.5382	0.56	4.5152	5	-8.117	-8.377	-8.482	C=C1C([SH](O)(O)(CC2=C(N3CCCC3)CC=C2)OC)=C[C@@]1(CCC)OC
1	0.3969	0.57	3.2767	5	-8.618	-9.073	-9.029	COC1=CC2(OCC3=CCC=C3N3CCCCC3)[C](C=C1NC(C)=O)S2(O)(O)(O)O
1	0.5208	0.61	3.2989	5	-7.271	-7.398	-7.080	COc1cc(F)c(SOC(O)C2CC2N(C)C2=CCC=C2)cc1NC(C)=O
1	0.6819	0.81	4.6692	5	-8.034	-8.321	-9.256	COc1cc(OCc2ccccc2N2CCCCC2)c([S]([O])O)cc1NC(C)=O
1	0.6741	0.59	3.3821	5	-7.576	-7.832	-8.337	C#COC1C=C(S(O)(O)OCC2=C(N3CCCC3)C=CC2)C=C1OC
1	0.3339	0.54	2.3589	5	-8.483	-8.732	-8.977	CCCN(C)C1=C(C[SH]2(O)(O)C3=CC(NC(C)=O)=C(OC)[CH]C32O)CC=C1
1	0.6068	0.60	2.9444	5	-7.139	-7.197	-7.321	COC=C(OC)[C@H](C=CNC(C)=O)S([O])([O])CC1=C(N2CCCC2)C=CC1
1	0.4088	0.50	2.6503	5	-7.880	-8.417	-8.347	COC1=CC([SH](O)(O)(O)OCC2=CCC=C2N2CCC3CC32)=CC1NC(C)=O
1	0.6395	0.78	4.2601	5	-8.150	-8.291	-8.404	CCCN(C)c1ccccc1CS([O])([O])c1cc(NC(C)=O)c(OC)cc1O
1	0.3905	0.55	1.7761	4	-7.073	-7.560	-7.636	COC1=C(NCO)[CH]C(C2C=CC(NC3CC3)=C2)(S(O)(O)O)C1
1	0.1889	0.51	2.663	4	-8.484	-8.503	-9.098	C=C(C(O)=C[C@H](NC(C)=O)OC)[S@H](O)OCC1=CC=C[C@@H]1N(C)CCC
1	0.3423	0.46	1.3871	5	-7.604	-8.118	-8.094	COC1(C)[C]C2(O)C(CC1NC(C)=O)[SH]2(O)(O)CN(C1C=CC=C1)C1CC1
1	0.3107	0.48	1.8333	5	-8.281	-7.209	-9.146	CC(NC1CC([SH](O)(O)(CO)CC2CCN(C3C=CC=C3)C2)=CC1=O)OF
1	0.651	0.58	2.6377	5	-7.639	-8.362	-8.691	COCC1=C(S([O])([O])CC2CCCN(C3C=CC=C3)C2)C=C(NC(C)=O)C1OC
1	0.1909	0.49	1.3513	4	-9.410	-9.801	-10.346	CCN(COC)C1(C[SH](O)(O)(O)C2CC(NCO)(OC)C2)[CH]CC=C1
1	0.399	0.51	1.3208	4	-7.890	-7.576	-7.839	COC1C(NC(C)=O)=C[C@@]1(O)S([O])([O])C[C@@H](C)CN(C)[C@H](C)C=CCC=O
1	0.3627	0.56	3.551	4	-7.622	-7.796	-7.945	CCOC1(O)CC(S([O])([O])CCCCC(C)NC2=CCC=C2)=C(O)[C]1OC
1	0.5367	0.50	2.392	5	-7.350	-8.146	-8.362	C#CNC1[CH]C(OCC2CCCN2C2=CCC=C2)([S]([O])O)C=C1OC
1	0.2745	0.74	4.4293	5	-7.444	-6.962	-6.165	COc1cc(OC)c([SH](O)(O)(O)CCCCN(C)c2ccccc2)cc1NC(C)=O
1	0.2677	0.55	3.6041	4	-9.134	-7.530	-7.870	CCCC(C)N(C)c1ccccc1CN[SH](O)(O)(O)C1=C[C](NC(C)=O)C2(C=C1OC)OCO2
1	0.7654	0.68	3.9437	5	-8.148	-8.320	-8.491	COc1cc(OCC2CCCN2C2=CCC=C2)c([S](C)[O])cc1NC(C)=O
1	0.625	0.55	2.8448	5	-6.834	-6.834	-8.357	C=CNC1C=C(S([O])([O])C2=C(N(CO)CCC)C=CC2)C=C1OC
1	0.5207	0.53	1.4414	5	-6.829	-7.090	-8.008	CCCNN(CS([O])([O])C1(O)[CH]C(OC)C(NC(C)=O)=C1)C1=CCC=C1
1	0.3754	0.57	4.3149	5	-8.023	-8.512	-8.438	CCCN(CCS1(O)(O)(O)c2cc(NC(C)=O)c(OC)cc21)C1(C)[CH]CC=C1
1	0.4219	0.60	3.3472	5	-7.713	-9.043	-9.552	CCCN(C)C1C2=CC21[SH](O)(O)(O)c1ccc(OCC)c(OC)c1
1	0.1761	0.48	0.9414	4	-7.640	-8.119	-7.568	COC1=CC2(O)[C](C=C1NCO)[SH]2(O)(O)CC1C=CCN1C1C=CC=C1
1	0.3144	0.52	3.5796	5	-8.752	-8.281	-8.275	COC1=C(CCC2(N3CCCCC3)[CH]CC=C2)C([SH](C)(O)(O)O)=CC1NC(C)=O
1	0.6644	0.73	4.0256	5	-8.824	-8.913	-9.296	COc1cc(OC)c(S([O])([O])Cc2ccccc2N2CCCCC2O)cc1NC(C)=O
1	0.4928	0.52	2.2765	5	-7.975	-8.176	-7.101	CCCN(COC1=CC(NC(C)=O)(OC)[CH]C1[SH][O])C1=CCC=C1
1	0.254	0.58	4.1723	5	-8.374	-8.754	-7.588	C=CC(=NC(=O)CC)C(=CC(=O)S([O])([O])c1ccccc1N(C)[C@@H]1C[C@@H]1C=C)OC
1	0.3524	0.55	3.3767	4	-7.965	-8.218	-7.105	COc1ccc([SH](O)(O)(O)C(O)CC2CC2N(C)C2=CCC=C2)cc1NC(C)=O
1	0.2011	0.48	1.9389	3	-9.060	-8.501	-8.453	CCCCC(CO)NC1(C[SH](O)(O)(O)C2=CC(OC)C2NC(C)=O)[CH]CC=C1
1	0.6433	0.58	3.0661	5	-8.190	-8.677	-7.851	COC1C=C(S(C)(O)OCCN(C2=CCC=C2)C2CC2)C=C1NC(C)=O
1	0.4608	0.52	2.4056	5	-8.366	-8.925	-8.984	COC1=C(CNC(C)=O)C2C1(OC)S2(O)(O)(O)CC1CCCCN1C1C=CC=C1
1	0.5942	0.58	3.2503	5	-8.259	-8.504	-7.764	CCCCN(C)C1=C(COC23C=C(OC)C(NC(C)=O)=C[C]2S3([O])[O])CC=C1
1	0.7071	0.65	3.5292	5	-9.262	-9.199	-9.681	COc1cc(OC)c(S([O])([O])CC2=C(N3CC(C)CN3C)C=CC2)cc1NC(C)=O
1	0.6785	0.51	1.4223	5	-8.110	-8.567	-7.906	COC1=CC(O)(S([O])([O])CC2(N3CCCC3)[CH]CC=C2)[CH]C1NC(C)=O
1	0.2233	0.56	3.1656	5	-8.407	-8.432	-8.635	CCCN(c1ccccc1)C(C)COC12[CH]C(OC)=C(NCO)C=C1[SH]2(C)(O)O
1	0.4861	0.57	2.5363	5	-7.691	-7.932	-9.221	C=C(CNC(C)=O)C(O)(C=COC)S([O])([O])C1=C(N2CC[C@H](C)C2)C=CC1
1	0.2744	0.50	2.2308	5	-8.579	-7.753	-8.435	CC[C@H](CO[SH]1(O)(O)C2=C1[C@@H](OC)C2=CC(C)=O)N(CO)C1C=CC=C1
1	0.3046	0.49	1.7736	5	-8.149	-8.445	-8.299	COC1(O)[C](NC(C)=O)C=C([SH](O)O)C1OCC1=CCC=C1N(C)C1CC1C
1	0.4895	0.50	0.5831	5	-6.704	-7.310	-7.296	COC1=C2C(S([O])([O])CN(C3CC3)C3C=CC=C3CO)C12CNCO
1	0.3815	0.45	2.0531	5	-7.897	-7.656	-8.049	CO[C]1C(OC)C([SH](O)(O)(O)CC2CC2N(C)C2=CCC=C2)=CC1(O)C(C)=O
1	0.6436	0.79	4.5631	5	-7.788	-8.111	-8.525	CCCN(C)c1ccccc1CS([O])([O])c1cc(NC(C)=O)c(OC)cc1OC
1	0.3702	0.57	2.121	5	-8.711	-8.329	-8.494	CCN(c1ccccc1)C(C)COC[SH](C)(O)(O)C1CC(NC(C)=O)C(=O)CC1O
1	0.434	0.58	3.5123	5	-8.195	-8.091	-8.401	CCCN(C)c1ccccc1CS1(O)(O)(O)[C]2C=C(NC(C)=O)C(COC)C21OC
1	0.386	0.51	2.4707	5	-7.432	-7.740	-7.345	CCCN(CC[SH](O)(O)(O)C1=CC(OC)C(O)(C(C)=O)[CH]1)C1=CCC=C1
1	0.674	0.69	3.7735	5	-8.887	-9.355	-9.504	CCOc1cc(S([O])([O])CC2CCN(C3C=CC=C3)C2)c(OC)cc1OC
1	0.647	0.75	4.6067	5	-8.358	-8.650	-8.788	CCC(=O)Nc1cc(S([O])([O])CC2=C(N3CCCCC3)C=CC2)c(OC)cc1OC
