pocket	qed	sa	logp	lipinski	score	minimize	dock	smiles
1	0.5826	0.77	2.36	5	-5.109	-5.329	-5.336	C=C1Oc2ccccc2OC1C
1	0.6111	0.51	2.3596	5	-5.241	-5.530	-6.113	CC(O)C1C=CC2C3(C)CCCC123
1	0.623	0.48	0.5596	5	-5.220	-5.590	-5.991	COC1CCC2C3CC1C1OC1C23O
1	0.6442	0.44	0.7758	5	-5.077	-5.530	-5.968	OCC12CC3C45CC1C2C34CCC5O
1	0.6883	0.55	1.7001	5	-5.410	-5.884	-6.551	OCC1CCC23CC2(CCC3O)C12CC2
1	0.5656	0.49	1.9287	5	-5.324	-5.621	-6.727	CC12CCCC13C(C(O)CC=O)C=CC23
1	0.6451	0.45	0.2688	5	-5.473	-5.755	-6.311	NC(=O)C12CC3C45CC1C2C34CCC5O
1	0.6862	0.55	1.5544	5	-5.685	-6.073	-6.560	CC(O)C1C2CC2CC23CC12CCC3O
1	0.5792	0.37	1.661	5	-7.217	-7.278	-7.588	OC1=C(O)C2CC3(O)C4CC5C(=C1)C52CC43
1	0.6409	0.55	0.5268	5	-5.355	-5.781	-6.146	OCC(O)C1C2CC2CC23CC12CCC3O
1	0.6433	0.40	1.3084	5	-5.767	-6.415	-6.760	OC1CC23CC4C56CC2C3(C1)C45CCC6O
1	0.6621	0.54	3.1178	5	-6.227	-6.767	-7.157	OC1CCC23CC12CC1CC12CCCCC23
1	0.6798	0.63	2.2968	5	-5.866	-6.663	-6.963	O=C1CCCC2C1CCC13CC21CCC3O
1	0.5623	0.78	1.9239	5	-4.589	-5.603	-6.056	COc1ccc2c(c1)OC(=O)C(C(F)(F)F)O2
1	0.8239	0.74	1.7157	5	-4.295	-5.421	-5.895	COc1ccc2c(c1)OC(O)C(C(F)(F)F)O2
1	0.776	0.54	1.1809	5	-5.533	-5.861	-5.853	COC(CO)C1C2CC2CC23CC12CCC3O
1	0.7531	0.66	1.7617	5	-5.325	-5.519	-6.767	CC1Oc2ccc(N3C(C)C3O)cc2OC1C
1	0.6735	0.51	2.0886	5	-6.269	-6.799	-7.128	OC1CCCC23CC2CC24CC2(CCC4O)C13
1	0.5994	0.48	2.5648	5	-5.871	-6.114	-6.516	CC=CCCC1CC2C3CC1C(C=O)CC23O
1	0.5566	0.46	0.8354	5	-6.225	-6.583	-7.404	OC1C=CC23CC2CC24CC2(CCC4O)C3C1O
1	0.5024	0.47	0.4657	5	-5.473	-5.579	-6.413	NC(O)C1CC2(O)C3CC(CCC4CO4)C1CC32
1	0.6785	0.50	1.2676	5	-6.392	-6.764	-7.796	O=C1CCC23CC2CC24CC2(CCC4O)C3C1O
1	0.6536	0.49	-0.108	5	-5.467	-6.067	-6.509	O=C(NCCO)C12CC3C45CC1C2C34CCC5O
1	0.734	0.38	0.0085	5	-6.002	-5.853	-6.513	CNCNC(N)C1CC2(O)C3(CC3)C23CC32CC12
1	0.7729	0.52	2.7427	5	-6.345	-6.586	-6.974	COC1CCC2C3(C1)CC3CC13CC21CCC3O
1	0.7212	0.50	0.6739	5	-5.374	-5.831	-6.457	NC(=O)C1CC2(O)C3CC(CCC4CO4)C1CC32
1	0.4985	0.47	0.0302	5	-6.210	-6.584	-7.197	OC1CC(O)C23CC2CC24CC2(CCC4O)C3C1O
1	0.7887	0.37	0.854	5	-6.243	-5.914	-6.524	CNC(NC(C)O)C1CC2(O)C3(CC3)C23CC32CC12
1	0.5196	0.45	0.7211	5	-6.058	-6.361	-7.594	OC1=CC(O)C23CC2CC24CC2(CCC4O)C3C1O
1	0.4985	0.49	0.0302	5	-6.176	-6.730	-6.972	OC1CC23CC2CC24CC2(CCC4O)C3C(O)C1O
1	0.6606	0.47	0.6843	5	-6.156	-6.675	-7.134	COC1CC(O)C(O)C2C13CC3CC13CC21CCC3O
1	0.6606	0.48	0.6843	5	-6.474	-6.786	-7.234	COC1C(O)C(O)CC23CC2CC24CC2(CCC4O)C13
1	0.5699	0.53	3.569	5	-5.497	-6.137	-6.644	O=CC1CC2(O)C3CC(CCCCCC4CC4)C1CC32
1	0.7769	0.43	1.6173	5	-5.758	-5.782	-6.744	OC12CC(CN=C3CO3)C3CC1C2CC3CCC1CO1
1	0.3553	0.36	-0.6728	5	-6.957	-7.559	-7.748	CC(=O)NNC(NC=N)C1CC2(O)C3(CC3)C23CC32CC12
1	0.5235	0.42	0.5807	5	-6.381	-6.419	-7.123	NC(O)C1CC2(O)C3CC(CC4CCC5OC5O4)C1CC32
1	0.6339	0.46	0.2109	5	-6.047	-6.312	-6.988	O=COC1CC(O)C(O)C2C13CC3CC13CC21CCC3O
1	0.5312	0.48	-0.3449	5	-6.282	-6.685	-7.108	COC1C(O)C(O)C(O)C23CC2CC24CC2(CCC4O)C13
1	0.3954	0.47	-0.3845	5	-6.093	-6.261	-6.538	O=C(CO)NC(O)C1CC2(O)C3CC(CCC4CO4)C1CC32
1	0.7693	0.43	1.6818	5	-6.621	-6.945	-7.574	CC1OC(CO)=C2OC3CC34C(CCC35CC34CCC5O)C2O1
1	0.3334	0.40	-2.1683	3	-6.043	-6.379	-7.228	OCC1=NC(O)C2C3CC4C(CC3CC(O)C(O)CO)C4(O)C2O1
1	0.391	0.42	-1.9601	5	-6.103	-6.557	-7.385	O=C1N=C(CO)OC2C1C1CC3C(CC1CC(O)C(O)CO)C32O
1	0.3745	0.41	-0.7193	5	-6.051	-6.382	-7.197	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])CCNC=N)C13)C21CC1
1	0.7987	0.39	0.6262	5	-6.508	-7.136	-7.378	CC1CC2(O)C(CC3C(C(=O)N(C)C([NH])C4=NC=CNC4[NH])C13)C21CC1
1	0.8509	0.49	1.2255	5	-6.975	-7.591	-7.766	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])c4cccnc4)C13)C21CC1
1	0.6738	0.39	-0.9167	5	-6.241	-6.555	-7.075	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4CN=C([NH])N4)C13)C21CC1
1	0.799	0.46	0.434	5	-6.448	-6.695	-7.244	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])Cc4ccn(C)n4)C13)C21CC1
1	0.6234	0.38	-0.9201	5	-6.544	-7.114	-7.636	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4=C5CN5NCN4)C13)C21CC1
1	0.6858	0.38	0.0678	5	-6.779	-7.202	-7.908	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4C=NC=C5CN54)C13)C21CC1
1	0.5406	0.39	-0.9004	5	-6.049	-5.898	-7.521	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4C(NC5=NC5)N4C)C13)C21CC1
1	0.5681	0.41	-0.1501	5	-6.339	-6.648	-7.184	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4C(NC5CC5)N4C)C13)C21CC1
1	0.5517	0.42	0.6481	5	-5.859	-3.925	-6.799	CC(CC1(O)C(C2CO2)C12CC2)C1CC1C(=O)N(C)C([NH])C1C(NC2CC2)N1C
1	0.6134	0.44	0.1061	5	-6.672	-6.801	-7.592	CCCCC1C2C(O)C3C(C(=O)N(C)C([NH])C4=C5CN5NCN4)C3C(C)CC12O
1	0.7479	0.48	2.4138	5	-7.291	-6.124	-7.712	CN(C(=O)C1C2CCCC(CC3(O)C(C4CO4)C34CC4)C21)C([NH])c1cccnc1
1	0.5288	0.41	0.7732	5	-6.645	-7.026	-7.571	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])CCNC4=NC(=N)C=CC4)C13)C21CC1
1	0.5881	0.37	-0.812	5	-7.086	-7.276	-7.718	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4=C5NC=NCN5C5CN45)C13)C21CC1
1	0.5892	0.36	-0.7224	5	-6.441	-7.014	-7.466	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4=C([NH])N(C5C=N5)C5CN45)C13)C21CC1
1	0.5088	0.44	0.1258	5	-6.077	-6.236	-7.408	CCCCC1C2C(O)C3C(C(=O)N(C)C([NH])C4C(NC5=NC5)N4C)C3C(C)CC12O
1	0.4612	0.46	3.436	5	-6.368	-5.079	-6.585	C=C1OC1C1C(CCCC)C1(O)CC1(C)C=C1C1C2OC21N(C)C([NH])c1cccnc1
1	0.4641	0.38	3.19	5	-6.908	-5.119	-7.458	C=C1OC1C1C(CCCC)C1(O)CC(C)C1=C2C34OC3(N(C)C([NH])c3cccnc3)C124
1	0.4686	0.35	-0.8854	5	-6.418	-5.518	-7.818	CCCC1OCC2CC3(O)C1C3C(O)C1C(C(=O)N(C)C([NH])C3C(NC4=NC4)N3C)C21
1	0.4344	0.35	-0.0041	5	-5.698	-5.698	-6.448	CC(CC1(O)C(C2CO2)C12CC2)C1=CC1C(=O)N(C)C([NH])C1=C([NH])N(C2C=N2)C2CN12
1	0.4969	0.38	0.7547	5	-6.623	-6.770	-7.601	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C=CNC(C)N4C=CC=CN4)C13)C21CC1
1	0.4627	0.39	3.0648	5	-6.838	-5.623	-7.544	CCCCC1C(C2OC2C)C1(O)CC(C)C1=C2C34OC3(N(C)C([NH])c3cccnc3)C124
1	0.46	0.47	3.3108	5	-6.353	-5.273	-6.506	CCCCC1C(C2OC2C)C1(O)CC1(C)C=C1C1C2OC21N(C)C([NH])c1cccnc1
1	0.598	0.29	0.4076	5	-9.233	-10.078	-10.112	CN1C(=O)C2C3C(O)C4C(CCC5CC5NC1C1C=NC=C5CN51)C4(O)C1CC1(C)C23
1	0.4349	0.28	-1.8802	5	-6.923	-7.508	-7.905	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4=CNC(N5CC5)N5C6N4C65O)C13)C21CC1
1	0.412	0.33	1.03	5	-8.028	-8.775	-8.965	CC1C=C2C(CC1)CC1(O)C(C3OC3=NC3C2C3(O)N(C)C([NH])c2cnn(C)n2)C12CC2
1	0.5315	0.38	-1.2303	5	-7.263	-7.667	-8.017	CC1CC2(O)C(C(O)C3C(C(=O)N(C)C([NH])C4C5=C4C4C(=O)N4C(N4CC4)N5)C13)C21CC1
1	0.447	0.46	0.0435	5	-6.116	-6.291	-7.027	CCCCC1C2C(O)C3C(C(=O)N(C)C([NH])C=CNC(N4CC4)N4CC4=O)C3C(C)CC12O
1	0.5908	0.39	0.4405	5	-7.609	-5.848	-7.595	CN(C(=O)C1=C2CCCC(CC3(O)C(C4CO4)C34CC4)C21)C([NH])C1=C2NC=NCN2C2CN12
1	0.5101	0.33	1.113	5	-8.668	-9.179	-9.957	CC1CC2(O)C3CCC4CC4NC(CCNC4=NC(=N)C=CC4)N(C)C(=O)C4C1C4C(O)C32
1	0.5753	0.42	0.9105	5	-7.187	-5.169	-7.632	CN(C(=O)CC1CCCCC1CC1(O)C(C2CO2)C12CC2)C([NH])C1=C2NC=NCN2C2CN12
1	0.1927	0.41	-2.4217	4	-6.469	-5.333	-6.417	CN(C(=O)C1C2C(C(=O)NCCCO)CC3(O)C(C(O)C12)C31CC1)C([NH])C1C(NC2=NC2)N1C
