pocket	qed	sa	logp	lipinski	score	minimize	dock	smiles
0	0.6404	0.63	-0.3374	5	-4.133	-5.278	-6.872	O=CC1=CN=C(O)C(C2CCOC(CO)N2)=C1
0	0.6741	0.79	-0.4145	5	-4.963	-8.042	-8.109	NC(=O)C1=CC=CC(N2CCC(O)NC2=O)=C1
0	0.6518	0.61	-0.8655	5	-1.819	-3.405	-6.359	CC1=NCC2=C(N3CCCOC3O)NN=C2N1
0	0.6165	0.67	-0.1455	5	1.956	-5.331	-6.145	NC1CCCC1N1C(=O)NC2=C1C=NC(=O)N2
0	0.6739	0.66	1.2105	5	-2.849	-3.893	-6.898	NC(=O)NC1=C2N=C3CCCC=C3N=C2N=N1
0	0.5272	0.56	-0.0768	5	-2.991	-4.276	-6.473	CCN(C=O)C1=C2N=C3CC=CC3N=C2NN1
0	0.312	0.69	-0.9953	5	-5.609	-6.367	-6.510	CC(=O)N=C(NC(=O)NC(C)O)N(C)C(C)=O
0	0.6229	0.52	0.7633	5	-3.760	-7.155	-7.771	CC1=CC2=CC3=C(C(C)O)N=NC3NC2=NN1
0	0.4395	0.74	-0.9786	5	-6.124	-6.410	-7.553	O=C(O)CCN(CCN1CCC(O)C1)[N+](=O)[O-]
0	0.6259	0.60	-0.0821	5	-2.108	-4.220	-7.059	NC(=O)NC1=C2N=C3C=CC=CC3NN2N=N1
0	0.6778	0.63	1.2639	5	0.640	-6.854	-7.472	C1=CC2=C(N=C1)N=C1OCC3(C=NN=C3)C1=C2
0	0.5859	0.82	-0.5539	5	-5.449	-6.677	-7.061	CC(C)NC(=O)NC1=NC(=O)C=C(CCO)N1
0	0.7201	0.77	1.4673	5	-3.097	-5.703	-7.135	CCN1C=C(C(=O)N2C=C(C)N=N2)C=NC1=O
0	0.6917	0.51	0.9842	5	-3.959	-5.892	-7.267	CC(O)C1=C2C=C3C=C(C(=O)O)SC3NC2N=N1
0	0.6994	0.72	-0.0971	5	-4.726	-6.954	-7.245	CC1CN(C2=CC(C(=O)O)=CC=N2)C(=O)NC1O
0	0.3898	0.75	-0.8895	5	-4.866	-5.758	-6.493	CCN=C(NC(=O)NCCO)N1CCCC(O)C1
0	0.6682	0.66	-0.8013	5	-3.676	-5.963	-7.444	CN1C(=O)C(C(=O)O)=NC1=C1C=C(CO)C=NC1
0	0.7139	0.70	-0.7818	5	-4.706	-5.765	-6.415	COCC1C=C(C(=O)N2CCNCC2)C=NC1=O
0	0.6218	0.59	-1.5713	5	-2.621	-6.498	-6.531	O=C1NC2=NC=NC2CN1CN1CCOCC1O
0	0.6519	0.57	-1.2419	5	-6.315	-7.487	-7.903	OCC1NC(C2=NN=CC(C(F)F)=N2)C(O)CO1
0	0.6512	0.67	0.1694	5	-4.704	-6.702	-7.314	CC(NC(=O)O)C(=O)N1C=NCC(CCCO)=C1
0	0.856	0.78	1.225	5	-3.789	-6.056	-7.737	CNC1=NC=C(C(=O)NC2CCCC(C)C2)C=N1
0	0.7024	0.75	1.1558	5	1.409	-2.338	-7.927	O=C1C2=CC3=C(N=CC=C3)N=C2OC2CCCN12
0	0.7257	0.67	-0.6204	5	-4.274	-5.988	-6.524	COCC1C=C(C(=O)N2CCC(O)C2)C=NC1=O
0	0.5484	0.82	-1.3235	5	-6.552	-7.595	-7.498	CC(=O)NC(=O)NC1=NC(=O)C=C(CC(=O)O)N1
0	0.6232	0.54	-1.5171	5	-2.548	-6.318	-6.721	O=C1NC2=NC=NC2CN1CN1CC=NCC1O
0	0.5362	0.65	-0.1254	5	1.828	-5.879	-6.559	O=C1N=CC2=C(N1)NC(=O)N2C1CCCC1NO
0	0.6038	0.69	-0.7444	5	-0.298	-2.641	-6.822	CC(=O)NC(CCCO)N1CN(C)C(=O)NC1=O
0	0.746	0.57	0.0258	5	-2.488	-5.710	-6.816	CC1=NC=CN(CN2CC3N=CN=C3NC2=O)C1
0	0.8145	0.63	1.7179	5	-3.368	-4.903	-6.417	CC(C)N1C=C2C(=NC1=O)OC1=C(CC=C1)C2O
0	0.5236	0.69	-1.8787	5	0.631	-5.358	-6.850	CN1C(=O)C(C(=O)O)=NC1=C1C=NC(N)=NC1=O
0	0.6939	0.60	1.1948	5	0.051	-7.090	-7.885	O=C1CC2(C=N1)COC1=NC3=C(C=CC=N3)C=C12
0	0.8603	0.67	1.0237	5	-2.691	-4.707	-6.279	CCN1CC(C)=NN(CC)C1C1=CNC(=O)N=C1
0	0.8262	0.60	1.4686	5	0.016	-3.233	-6.799	CCN1C(=O)C(F)=CC2=C(C(C)C(=O)O)N=NC21
0	0.5409	0.72	-1.0195	5	-6.511	-6.914	-7.412	CN(C1=NC2=C(C=CC=C2O)C(=O)N1)C(O)CO
0	0.5297	0.65	-1.9191	5	-0.625	-5.423	-6.718	CN(CC(=O)O)C(=O)N1CNC2=NC(N)=NC2C1
0	0.8838	0.86	1.8263	5	-4.369	-5.989	-6.883	CN(C)CCC(=O)N1CCCC2=C1C=C(O)C=C2
0	0.7016	0.74	-0.1685	5	-4.432	-6.930	-7.573	CC1CN(C2=CC(C(N)=O)=CC=C2)C(=O)NC1O
0	0.4643	0.68	-1.1322	5	2.300	-4.836	-7.499	O=C1C2=CC3=C(N=C2OC2=CC=NN12)NC(O)(O)C3
0	0.5303	0.59	-1.2574	5	1.281	-4.517	-7.558	O=C1C2=CC3=C(N=C2OC2CC=NN12)NC(O)(O)C3
0	0.8864	0.70	0.6323	5	-3.547	-5.887	-7.378	CC1=NN(CC(=O)O)C(C2=CN3C=CN=C3N=C2)C1
0	0.7502	0.63	1.0561	5	0.460	-5.269	-6.984	CN(C)C1CCC(N2C(=O)NC3=C2CC=C(O)N3)C1
0	0.7211	0.63	2.0425	5	4.058	-3.397	-6.548	CC1(C)OC2=NC3=C(C=CC=N3)C=C2C12C=NN=C2
0	0.6615	0.67	-0.914	5	-5.643	-7.278	-8.142	CC(=O)N1C=NCC(=C2N=C(C(=O)O)C(=O)N2C)C1
0	0.7418	0.69	0.1451	5	4.472	-1.026	-6.463	COC(=O)C1(C)COC2=NC3=C(C=NC(N)=N3)C=C21
0	0.7697	0.70	0.673	5	4.174	-2.319	-6.681	COC(=O)C1(C)COC2=NC3=C(C=CC(N)=N3)C=C21
0	0.5455	0.71	-1.1945	5	-5.686	-7.068	-7.966	NC1=NC(CC(=O)O)=NC(N2CCC(O)NC2=O)=C1
0	0.6565	0.64	-0.6729	5	-2.616	-6.371	-7.176	O=C(O)C1CCCN1C(=O)N1CNC2=NC=NC2C1
0	0.6883	0.73	-0.0908	5	-6.076	-7.582	-8.054	CC1=NC(CC(=O)O)=NC(N2CCC(O)NC2=O)=C1
0	0.8703	0.78	1.0719	5	-6.957	-8.427	-8.511	COC1=CC(C(=O)N2CCCC2O)=C2OCCC2=C1
0	0.7975	0.76	0.6345	5	-2.215	-6.643	-7.218	CC1=NC(=O)N(C2=NC3=C(C=CC=C3O)C(=O)N2)C1
1	0.6106	0.99	1.1234	5	-2.782	-3.711	-4.937	O=C(O)C1=CC=CC=C1
1	0.5129	0.61	0.6003	5	-3.492	-4.622	-5.264	CC1=NC(=O)C2C=CC=NC2=N1
1	0.5637	0.69	0.6581	5	-4.187	-4.483	-5.243	CC1=CC(=O)C(C(=O)O)C=C1O
1	0.5755	0.72	0.2448	5	-2.326	-3.717	142.215	O=C1CC2=CN=CN2C2=CC=NN12
1	0.6223	0.81	-0.3404	5	2.359	-4.104	-5.549	CN1C(=O)C(CC(N)=O)=CC=C1O
1	0.7555	0.94	0.5523	5	-2.825	-4.065	-5.424	COC1=CC=C(C(=O)O)C=C1C(=O)O
1	0.6547	0.69	0.8689	5	-4.090	-5.615	-6.947	CC1CC2=CC=CC3=C2N(C1)NN=C3N
1	0.4903	0.82	-0.0519	5	-4.360	-4.913	-5.973	O=C(O)CC(=O)NC(O)C1=CC=CC=C1
1	0.7752	0.84	0.1859	5	-4.856	-5.396	-5.609	COC1=CC=C2C(=N1)N=C(N)N=C2OC
1	0.5275	0.71	1.3289	5	-3.460	-4.410	-6.345	CC=C1C=CN2C1=CC(=O)N1N=CC=C21
1	0.5599	0.79	-2.0691	5	-5.656	-5.611	-5.702	CN(C)C1=NC(N)=NC2=C1C(=O)NC(N)=N2
1	0.7732	0.87	0.2804	5	-2.093	-5.317	-6.208	O=C(O)C1=CC2=C(OCCO2)C(C(=O)O)=C1
1	0.8067	0.93	1.4446	5	-4.423	-5.634	-6.730	O=C(O)C1=CC=C2C=CC(C(=O)O)=CC2=C1
1	0.5747	0.69	0.6153	5	-3.346	-5.101	-6.427	CC=C1C=CN2C1=CC(=O)N1N=C(N)C=C21
1	0.735	0.89	1.3303	5	-5.210	-6.177	-6.565	O=C(O)C1=CC=C2C(=C1)C=C(O)C=C2C(=O)O
1	0.5289	0.62	-1.8424	5	-4.644	-5.166	-6.471	NC(=O)N1CC2C(=O)CN3C(=O)CC(O)C(C1)C23
1	0.8207	0.62	2.9169	5	-4.677	-5.783	-7.197	CC1(O)CCC2(C(=O)O)CC3=CSC=C3CC2C1
1	0.6259	0.60	-0.1782	5	-5.277	-5.667	-7.242	O=C1C=CC2C(C1)CC1C(O)CCC(=O)N1C2O
1	0.7009	0.69	2.0089	5	-5.400	-6.321	-7.401	CC1=C2CN3C(=O)C(C)CC3(C)C(=O)C2=CC=C1
1	0.7005	0.64	-0.0719	5	-6.563	-6.923	-7.038	CC1=C2CN3C(=O)C(C)CC3C(O)C2=CNC1=O
1	0.6243	0.60	0.2804	5	-5.394	-7.101	-7.091	CC1=CC23NC(=O)CC(=O)N2CCC3=C(C)C1=O
1	0.9149	0.88	1.5923	5	-4.771	-5.538	-7.305	O=C(O)CCN1CC2=CC=CC3=C2C(=CC=C3)C1=O
1	0.7246	0.79	0.9371	5	-5.638	-6.655	-6.399	CC1=CC(C2=NC(CO)=NC3=C2NC(C)=N3)=CC=N1
1	0.7689	0.67	0.4353	5	-4.668	-6.461	-6.840	CN1C(C2=CSC=C2)CC(=O)C2CC(=O)NC(=O)C21
1	0.5463	0.62	-1.6926	5	-4.796	-5.158	-6.162	COC(=O)N1CC2C(=O)NN3C(=O)CC(O)C(C1)C23
1	0.8491	0.74	2.0198	5	-6.179	-6.616	-7.485	CC1=CC2=C(C=C1)N1CC(C)(C(=O)O)CC1=CC2=O
1	0.733	0.74	1.0091	5	-5.867	-6.357	-7.267	CCN1C2=C(C=C(O)C=C2)CC2CC(=O)NC(=O)C21
1	0.7159	0.72	0.3455	5	-5.803	-6.309	-6.907	CCN1C2=C(C=C(O)C=C2)OC2CC(=O)NC(=O)C21
1	0.6228	0.59	0.1027	5	-2.279	-4.758	-7.109	CC1(N)CC2=C3C(CC(C(=O)O)CN3CN=C2N)C1
1	0.786	0.73	1.4814	5	0.499	-6.434	-7.609	O=C1C=C(O)C=C2C3CCOC4=C3C(=CC=C4)C(=O)N12
1	0.8599	0.86	3.1935	5	-5.221	-5.736	-7.037	CCCCCN1CC2=C(O)C=CC3=C2C(=CC=C3)C1=O
1	0.7321	0.76	1.1935	5	-4.602	-6.630	-6.834	NCC1=NNN2CC3=C(C=C(O)C=C3)C3=CC=CC1=C32
1	0.6311	0.59	0.145	5	-5.321	-6.508	-6.913	CC1=C2OC3CC(O)CCC3(C(=O)O)C(O)C2=CC1=O
1	0.8058	0.60	2.6472	5	-6.046	-7.023	-8.101	CC=C1CC2=NC3=CC=CC=C3C3COC(C1)C23C(=O)O
1	0.6911	0.74	1.5004	5	-5.903	-7.074	-7.085	COC1=NCC2=C(N=C(C)N=C2C2=C(O)C(O)=CC=C2)N1
1	0.8412	0.87	0.498	5	-4.725	-5.921	-6.162	COC(=O)CN1CCC2=CC=C(NC(=O)OC)C=C2C1=O
1	0.6655	0.64	-0.8837	5	-4.971	-5.955	-6.253	CC1=C(C2OC(C)(CO)CC2O)C(=O)N(CC(=O)O)C=N1
1	0.7472	0.63	2.0185	5	-6.034	-7.619	-8.263	CC1=C2OC3CC(C)(C)CCC3(C(=O)O)C(=O)C2=CC1=O
1	0.676	0.60	1.1127	5	-7.176	-7.814	-7.835	CC1=CC2=C(C=C1)N1CC3(CNC(=O)C3)CC1=C(O)C2O
1	0.7341	0.63	-0.2465	5	-5.823	-6.897	-6.991	O=C1COC2C(C1)CC1=NC3=NC(C(=O)O)=CN3C(=O)N12
1	0.7611	0.59	3.4128	5	-7.544	-8.054	-8.108	CC1=CC2=C(C=C1)N1CC3(CCCC3C)CC1=C(O)C2O
1	0.7546	0.84	0.2932	5	-4.187	-4.805	-6.801	NC(=O)C1=C2OCN(CCCCC(=O)O)C(=O)C2=CC=C1
1	0.4731	0.55	-2.1208	4	-5.699	-6.125	-7.487	O=C1CN2C(=O)CC(O)C3CN4C(=O)NC(O)CC4C1C32
1	0.6289	0.66	0.0149	5	-5.602	-6.601	-6.956	O=C1CC2(C(=O)O)C(=O)C3=C(O)C=CC=C3OC2CC1O
1	0.6277	0.69	-1.2952	5	-2.886	-3.182	-5.936	CCC(CCO)OCC1=C(N)N=C2CNC(=O)CN2C1=O
1	0.4873	0.55	-0.3297	5	-5.942	-7.768	-8.132	O=C1CC2C(=O)CC3C4=CC=C=C4OCCN3C2C(=O)N1
1	0.8605	0.62	3.1039	5	-4.675	-7.308	-7.268	CC1CCC2(C(=O)O)C(=CC3=CSC4=C3C2=CC(C=O)=C4)O1
1	0.7272	0.76	1.3762	5	-7.295	-7.594	-7.468	NC1=NC2=NC(=O)NC3=C2C(=NC(CC2=CC=CC=C2)=N3)C1
1	0.7573	0.66	-0.8551	5	-3.188	-3.903	-6.814	CC1=C(COC2CCOC(O)C2)C(=O)N2CC(=O)NCC2=N1
1	0.8198	0.69	-0.049	5	-3.557	-4.204	-6.489	CC1=C(COC2CCCC(O)C2)C(=O)N2CC(=O)NCC2=N1
1	0.6622	0.60	-0.5359	5	-6.438	-8.289	-8.366	CC1=C2C(=NN1)C=CCN1C2CC(=O)C2CC(=O)NC(=O)C21
1	0.7503	0.64	0.9108	5	-6.360	-7.052	-7.107	O=C(O)C1=C2C3=NC(CO)=NC4=C3C(=CC(O)=N4)CC2C=C1
1	0.7031	0.70	0.0714	5	-4.829	-8.431	-8.592	O=C1CC2C(=O)CC3C4=CC=CC=C4OCCN3C2C(=O)N1
1	0.5458	0.63	0.8419	5	-4.384	-6.724	-7.062	CC1=C2C(=C(O)C(O)=C1)CC1C(O)N(C)C(=O)CC21C(=O)O
1	0.8204	0.68	0.7338	5	-5.085	-6.167	-7.196	CC1CCCC(NC2=C(C(=O)O)C=C3OC(=O)CN3C2=O)C1
1	0.6741	0.54	1.4711	5	-6.588	-6.626	-7.177	CC(O)=CC1=CC2=C(C)C(=O)C(CO)=CC23NC(=O)CCC13
1	0.478	0.52	-1.2321	5	-5.724	-6.442	-7.646	O=C1NN2C(O)CC3=C(CO)OC=C4C3C2C1CN4C(=O)O
1	0.7221	0.52	0.2363	5	-6.274	-7.743	-8.336	CC1=CC23NC(=O)CC4CC(C(=O)O)C(C(=O)C2=CC1=O)C43
1	0.7779	0.72	0.8564	5	-5.279	-6.223	-7.346	COCC1=CC2=C3NC(=O)C=CC4=C(C)N=C(N=C2N=C1)N43
1	0.5745	0.67	0.4678	5	-5.289	-6.433	-6.964	CC(O)C1=CC2=C3CC=CC4=C3C(=NC(=O)N4)N=C2NC1=O
1	0.3575	0.54	-0.8031	5	-5.877	-8.038	-8.316	O=C1CC2C(=O)CC3C4=CC=C=C4OC(=O)CN3C2C(=O)N1
1	0.7637	0.67	0.8912	5	-5.042	-5.800	-7.456	CC1CC2=C3C(=NC(=O)C2)N=C2NC(=O)C(C(=O)O)=CC2=C3C1
1	0.6621	0.72	1.9775	5	-2.848	-5.848	-7.767	CC1C2=CC(O)=CC(=O)N2C(=O)C2=C3C=CC(O)=CC3=CN=C21
1	0.5236	0.54	-1.7441	5	-6.982	-7.134	-7.947	CC(=O)N1CC2C(=O)NN3C(O)CC4=C(C(=O)O)OCC1C4C23
1	0.5918	0.69	-1.5346	5	-4.758	-6.927	-7.233	O=C1CN2C(=O)C3=C(C=CC(O)=C3C3OCCNC3=O)NC2=N1
1	0.847	0.64	3.494	5	-4.889	-7.321	-7.511	CC1(C)CCC2(C(=O)O)C(=CC3=CSC4=C3C2=CC(C=O)=C4)O1
1	0.4496	0.62	-0.0751	5	-4.658	-6.827	-7.432	O=C1C=C2C3=C4C(=CCC5=C4C(=NC(O)=C5)N=C3N1)C(O)C2O
1	0.5619	0.55	0.2874	5	-7.248	-7.733	-7.787	CC1=CC2=C(C=C1)N1CC3(CC(=O)C(O)C3O)CC1=C(O)C2O
1	0.6479	0.82	2.0036	5	-4.001	-6.811	-6.991	CC(=O)NC(=O)CC1=C(F)C=C(NO)C=C1C1=C(O)C=CC=C1
1	0.7089	0.53	4.0548	5	-6.483	-8.456	-8.673	CC1=NNN2CCCCCC3C=C(O)C=C3C3CC(C)CC1=C32
1	0.4723	0.73	0.0573	5	-4.977	-6.837	-7.261	O=C1N=C2N=C3NC(=O)C(C(=O)O)=CC3=C3C(O)=CCC(=C23)N1
1	0.725	0.55	-0.51	5	-4.977	-6.167	-7.044	O=C(O)CC1=C2C(=O)N3CC(CO)OC3C3=CCN=C3C2N=N1
1	0.4043	0.54	-1.2757	5	-6.871	-7.692	-8.071	CC1=CC2C3C(=O)NN4C(=O)CC(C(=O)NO)C(CN2C(=O)O1)C34
1	0.8327	0.61	2.7331	5	-5.755	-7.612	-7.917	CC12CC3CCCC3N1C1=CC=CC=C1C1=C(O)C(C(=O)O)N=C12
1	0.8336	0.61	0.0037	5	-5.182	-6.368	-7.057	O=C(O)CC1=C2C(=O)N3CC(CO)OC3C3=CC=CN=C3C2N=N1
1	0.6749	0.60	-1.0587	5	-5.433	-6.418	-7.711	CC1=NN2C(=O)C(C3OC(C(F)(F)F)CC3O)=C(C(N)=O)NC2=N1
1	0.5517	0.78	0.9512	5	-3.734	-7.159	-7.924	NC(=O)NC(=O)CC1=C(F)C=C(NO)C2=C1C1=C(C=CC=C1)CN2
1	0.7783	0.84	2.8588	5	-8.522	-8.607	-8.452	O=C1NCC2=C(N=C(CC3=CC=CC=C3)N=C2C2=CC=CC=C2)N1
1	0.9058	0.63	2.3146	5	-6.197	-7.156	-7.923	O=C(O)CC1CN2C(=O)C=CC3=C2C2C(=C4CCCN=C4C12)CC3
1	0.5674	0.64	1.002	5	-5.370	-7.389	-7.651	CCC1=C2CC(O)C3=CCC4=C5C(=NC(=O)N4)N=C(NC1=O)C2=C35
1	0.3647	0.81	1.4559	5	-4.446	-6.779	-7.224	NC(=O)NC(=O)C1=CC2=CC(O)=CC=C2C2=CC(NO)=CC(F)=C12
1	0.6655	0.60	-1.4248	5	-5.721	-6.046	-7.254	CN1CC(C2=C(C(=O)O)NC3=NC(N)=NN3C2=O)OC1C(F)(F)F
1	0.8798	0.81	1.5261	5	-5.190	-6.373	-7.854	CC(C)CCN1CC2=CNC(=O)C3=C2C(=CC(CC(=O)O)=C3)C1=O
1	0.6309	0.85	3.34	5	-7.944	-7.983	-8.248	O=C1N=CC2=C(N=C(CC3=CC=CC=C3)N=C2C2=CC=CC=C2)N1
1	0.794	0.63	2.2808	5	-5.494	-7.403	-8.137	O=C1CC2=C3C(=N1)N=C1NC(=O)C4=C5C1=C3C(=CC2)CC5CCC4
1	0.4515	0.60	-0.4799	5	-5.189	-7.126	-7.728	O=C1C=C2C3=C4C5=C(CCC4C(O)C2CO)NC(=O)N=C5N=C3N1
1	0.5724	0.64	-0.7378	5	-5.789	-6.536	-8.008	CC1=C2CC(C(=O)O)=CC=C2CN(C2C(=O)NC(=O)CC2O)C1=O
1	0.666	0.61	0.1241	5	-5.422	-6.263	-8.081	CC1=C2CC(C(=O)O)=CC=C2CN(C2C(=O)NC(C)CC2O)C1=O
1	0.5169	0.78	-0.4508	5	-5.451	-6.501	-6.463	COC1=CC=C2C(=N1)N=C1NC(=O)C(CO)=C(O)C1=C2NC(C)=O
1	0.6865	0.64	-0.1975	5	-4.574	-5.175	-6.373	CC1(CC=O)CCC(O)=C(C2=C(N)N=C3NC(=O)CCN3C2=O)O1
1	0.5349	0.55	-0.9385	5	-7.263	-7.762	-8.190	CC1CC2C3C(=O)NN4C(=O)CC(=CC(=O)O)C(CN2C(=O)N1)C34
1	0.7989	0.69	2.4173	5	-1.732	-2.907	-7.546	CC(CC1=C2CC=CN2C2=C3C=C(F)C=CC3=NN2C1=O)C(=O)O
1	0.4381	0.71	-0.1507	5	-6.125	-6.633	-7.064	CC(=O)NC1=C2C(=NC3=NC(O)=CC=C31)NC(=O)C(C(C)O)=C2O
1	0.7019	0.58	-0.8086	5	-5.157	-5.912	-7.272	CC1=NN2C(=O)C(C3OC(C(F)F)C(F)C3O)=C(C(=O)O)NC2=N1
1	0.8785	0.70	1.9105	5	-5.383	-8.012	-8.156	O=C1CCC2(C(=O)O)C3=CC(C(=O)O)=CC4=C3C(=CC=C4)OC2C1
1	0.7718	0.60	-0.9204	5	-5.141	-5.781	-7.712	CC1=NN2C(=O)C(C3CN(C)C(C(F)(F)F)O3)=C(C(N)=O)NC2=N1
1	0.4244	0.77	-0.4469	5	-5.859	-6.509	-7.038	CC(=O)NC1=C2C(=NC3=NC(O)=CC=C31)NC(=O)C(C(=O)O)=C2O
1	0.7569	0.80	2.6521	5	-3.712	-7.923	-7.970	CC(=O)NC(=O)CC1=C(F)C=C(NO)C2=C1C1=C(C=CC=C1)CC2
1	0.7394	0.72	-0.0789	5	-5.363	-6.193	-6.786	COCC1=CC2=C3NC(=O)C=CC4=C(C(=O)O)N=C(N=C2N=C1)N43
1	0.6491	0.64	1.0661	5	-5.688	-7.319	-7.943	CCC1=C2CC(=O)C3C=CC4=C5C(=NC(=O)N4)N=C(NC1=O)C2=C53
